"callnum","circ","lang","ctry"
"HC240.25.D4 H87 2008","0","dan","dk "
"PQ4691 .B46 2008","0","ita","it "
"BM674.6 .L48 2008","0","heb","is "
"PT2679.A94 K47 2009","0","ger","gw "
"PT8950.H3 Z845 2003","0","nor","no "
"PD5774 .A53 2007","0","swe","sw "
"DL65 .R44 2007","0","nor","no "
"B2430.C6354 A3 2009","0","fre","fr "
"BM729.F3 S5716 2009","0","heb","is "
"PT1819.B6 Z857 2008","0","ger","gw "
"HC425 .W56 2005","0","eng","np "
"NA5620.S926 K36 2005","0","eng","it "
"JQ1830.A95 B44 2008","0","heb","is "
"PQ2459.V8 A18 1994","0","fre","be "
"PQ2459.V8 A18 1994","0","fre","be "
"TD195.W3 W28 2006","0","eng","np "
"GR307.N4 L295 2007","0","eng","np "
"BM538.S7 B47 2008","1","heb","is "
"DK906 .M37  2007","0","rus","kz "
"PK6451 .F46 2003","0","per","ir "
"DK854 .G45 2007","0","rus","kz "
"PN56.G48 G46 2008","0","fre","fr "
"PG3103 .I38 2007","0","rus","ru "
"DS326 .I63 2005","0","per","ir "
"HQ115 .A87 2009","0","heb","is "
"PQ2631.O6473 S6 2009","1","fre","fr "
"PQ2663.H293 L3 2009","0","fre","fr "
"DS292 .H346 2004","0","per","ir "
"DK771.Y2 F55 2007","0","rus","ru "
"JC330 .U65 2008","0","fre","fr "
"JQ1830.A71 H67 2009","0","heb","is "
"PN6519.K38 K57 2007","0","kaz","kz "
"PJ5053.B52 Z68 2009","0","heb","is "
"HV6433.K4 H67 2008","0","eng","ke "
"HQ1735.2 .Q25 2006","0","per","ir "
"BH39 .S355 2009","0","ger","gw "
"DK908.6 .T96 2006","0","rus","kz "
"DS318.85 .Z358 1997","0","per","ir "
"BF692.5 .P588 2008","0","swe","sw "
"DS389.22.M87 B53 2007","1","eng","ii "
"DK907 .V35 2007","0","rus","kz "
"HC498.9.I5 M83 2007","0","ara","ts "
"PQ2662.O252 P7 2008","0","fre","fr "
"PG3492.56.R63 S23 2008","0","rus","ru "
"PQ4878.O52 P47 2005","0","ita","it "
"DS49.7 .G7 1992","0","eng","enk"
"PL363.5 .B37 2005","0","rus","ru "
"PQ4864.E4377 O75 2009","0","ita","it "
"D23.5 .B65 2009","0","fre","fr "
"PJ7541 .A884 2006","0","ara","le "
"HQ1726.7 .B37 1999","0","tur","tu "
"BR994 .B56 1900","0","ice","ic "
"PQ4876.A8 D5 2009","0","ita","it "
"PQ2285.H33 H8 2009","2","fre","fr "
"PG5039.29.A43 Z33 2008","0","cze","xr "
"PQ2613 .I2 2009","0","fre","fr "
"PQ2613 .I2 2009","0","fre","fr "
"NA1188.5.R38 K43 2007","0","rus","ru "
"CT1538.T49 A314 2009","0","fre","fr "
"PJ7671 .J35 2007","0","ara","jo "
"HD9066.P62 S73 2005","1","eng","ph "
"DD240 .T56 2008","0","ger","gw "
"HQ1240.5.P6 R44 2006","1","eng","ph "
"N5763 .A77 2008","1","fre","fr "
"PK6561.K24 D373 2008","0","per","ir "
"DS554.83.R87 A3 2008","0","fre","fr "
"PT2671.R823 N48 2008","0","ger","gw "
"DD248 .N45 2008","0","ger","gw "
"DD239 .H64 2008","0","ger","gw "
"PT2662.I69 N45 2009","0","ger","gw "
"D804.3 .B686 2008","0","ger","gw "
"DB74.3 S63 2007","0","fre","fr "
"D751 .S346 2008","1","ger","gw "
"PQ146 .W45 2009","0","fre","fr "
"DC34.5.H54 H37 1997","0","fre","fr "
"DC121.8.A2 S63 2006","0","fre","fr "
"Z231.5.U6 J68 1984","0","fre","iv "
"DS556.3 .N4832 2008","0","fre","fr "
"DS554.7 .G84 2008","1","fre","fr "
"HM479.F76 .P55 2009","0","fre","fr "
"DC715 .P38 2007","0","fre","fr "
"HF3555 .L23 2008","0","fre","fr "
"PC681 .A43 2006","0","rum","rm "
"DS555.42 .C66 2008","1","eng","ls "
"HC443 .S89 2008","0","eng","ls "
"CT9971.K46 A3 2009","0","eng","si "
"PG5039.24.E42 O84 2008","0","cze","xr "
"P95 .D49 2008","0","ita","it "
"BL980.S6 K68 2006","0","scc","rb "
"PA3970 .E2 2007","1","ita","it "
"HS3260.R8 M65 2007","0","rus","ru "
"DS596.3 .D45 2009","1","eng","si "
"BT709 .R57 2007","0","ita","it "
"PQ6072 .R63 2005","0","spa","sp "
"PG3482.R84 T63 2007","0","rus","ru "
"DS644.4 .M54 2009","3","eng","si "
"DG243 .L67 2007","1","ita","it "
"UA853.B93 A96 2009","1","eng","si "
"DS520.A873 A814 2008","2","eng","si "
"DG225.V3 C66 2005","0","ita","it "
"Q151 .G5395 2008","0","ita","it "
"PG101 .T66 2006","0","rus","ru "
"HD9016.S552 W66 2009","2","eng","si "
"N7405.N48 A4 2007","0","eng","xna"
"N7023.A24 A4 2009","0","ger","gw "
"DG556.G8 A3 2007","0","ita","it "
"PG7172.I436 C67 2008","0","pol","pl "
"PR4791.A2 M33 1995","0","eng","eng"
"HG187.4 .T44 2008","1","eng","si "
"DT72.P35 E53 2009","1","eng","le "
"HB179.D8 A5 1968","0","dut","ne "
"PA6554.P5 A553 2008","0","ita","it "
"PR4791.A2 M33 1995","0","eng","eng"
"DG14 .A58 1991","0","spa","sp "
"PT5881.12.R3 E5 1965","0","dut","ne "
"PL8704.A22 K67 2007","0","swa","ke "
"PL8201.4 .C66 2009","0","lug","ug "
"f PA6806.D8 A5 1947","0","dut","ne "
"DG55.I82 S33 2007","0","ita","it "
"PL8458.4 .N483 2009","0","ssa","ug "
"PN2728.T45 T46 2008","1","rus","ru "
"HG3270.7.A6 T87 2009","0","eng","dk "
"PJ4567.3 .G585 2004","2","ara","ti "
"N2570 .B65 2008","0","ita","it "
"DK277 .I45 2007","0","rus","ru "
"NB623.L737 R47 2005","0","ita","it "
"HQ1240.5.A354 A87 2008","0","eng","ke "
"B3614.D4454 G36 2007","0","ita","it "
"N6370 .C593 2006","0","ita","it "
"DF212.R6 M55 2006","0","ger","gw "
"HF1594.55.Z4 J379 2009","0","eng","th "
"KL135 .R43 2005","0","ger","gw "
"F3320.1.P56 P66 2008","0","spa","bo "
"DS63.1 .S55 2004","0","ara","jo "
"DS528.2.S5 S25 2009","0","eng","th "
"PQ4829 .A76 P37 2008","0","ita","it "
"KNW1221.O74 A89 2009","1","eng","io "
"KHC2921 .R41 2008","0","spa","bo "
"KNS516 .M46 2004","1","eng","ilu"
"KNW2101 .I58 2008","1","eng","io "
"KHC2204 .S572 2008","0","spa","bo "
"PJ7507 .B848 2007","0","ara","jo "
"PT2605.E4 A6 1988","0","dut","ne "
"JA63 .H22 1970","0","ger","gw "
"HD1333.B5 B74 2008","2","spa","bo "
"RC465 .M8 1973","0","ger","gw "
"J60 .F7 95th v.6","0","eng","dcu"
"F3341.L3 D47 2008","0","spa","bo "
"E185.61 .C271 1995","4","eng","mau"
"DS63 .S539 2007","0","ara","jo "
"DL1065.6 .T35 2009","0","swe","fi "
"F3327 .P36 2008","0","spa","bo "
"PD211 .D854 2009","2","eng","gw "
"PQ4630.P65 Z843 2008","1","ita","it "
"PR826 .C3","0","eng","nju"
"PQ3989.2.T87 I66 2008","0","fre","fr "
"DC70 .D76 2009","0","ger","gw "
"BX596 .S87 2005","0","rus","ru "
"NB1255.I8 D54 2008","0","ita","it "
"BP130.2 .M537 2006","0","ara","sy "
"F2230.2.A9 F48 2008","1","spa","sp "
"DT295 .M66 2008","0","fre","fr "
"BD113 .T55 2008","0","ger","gw "
"J60 F7 95th v.13","0","eng","dcu"
"ML3845 .V54 1985","0","dut","be "
"PQ4174 .B35 2009","0","ita","it "
"JL2281 .B76 2008","0","spa","bo "
"DC420 .M334 2008","0","fre","fr "
"DG975.T425 C33 2008","0","ita","it "
"PQ4919.C87 B36 2009","0","ita","it "
"P302 .D49 1978","0","dut","ne "
"F1219.73 .M43 2009","0","spa","sp "
"BF455 .P783 1975","0","dut","ne "
"N7477 .V57 1983","0","dut","be "
"PG43 .T782 2007","0","rus","ru "
"BJ1185.D8 B78 2005","0","dut","ne "
"GR300.2.K39 D58 2007","0","rus","kz "
"BX605.A8 T84 2007","0","rus","ru "
"DJ71 .R55 1963","0","dut","ne "
"QA33 .R44 2008","0","ita","it "
"DT546.183.B66 M32 2008","0","fre","fr "
"Z1001.3 .B345 2008","0","ita","it "
"HD1516.K3 V67 2007","0","rus","kz "
"P40 .A658 1976","0","dut","ne "
"HC860 .N36 2006","0","eng","tz "
"DK906 .K38 2007","0","rus","lau"
"BX1746 .S29 1989","0","dut","ne "
"B809.3 .E75 1999","0","dut","ne "
"PN1998.2 .A325 2008","0","rus","ru "
"B4095.V484 D47 2004","0","dut","ne "
"DK507.57 .P73 2008","0","bel","bw "
"HD8718.5.A2 P74 2005","1","eng","ph "
"PN2723 .R872 2006","0","rus","ru "
"JQ3611 .P68 2008","0","fre","fr "
"HC800 .K685 2008","0","fre","fr "
"DK37.8.R6 A44 2007","0","rus","ru "
"QB85 .R354 2008","0","eng","ii "
"PQ2676.U64 Z85 2008","0","fre","fr "
"BX494.B38 M49 2007","0","rus","bw "
"DT658.26 .L52 2008","0","fre","fr "
"HM61 .D62 1967","0","dut","ne "
"PK9169.K27 G8 2003","0","geo","gs "
"DC801.L9615 C44 2008","0","fre","fr "
"HD6250.A35 C49 2009","3","eng","ke "
"PG3483.2.S7 Z46 2005","0","rus","ru "
"HB179.D8 P46 1964","0","dut","ne "
"DK677.7 .S662 2001","1","geo","gs "
"JN6529.I6 G4182 2008","0","rus","ru "
"B2430.M34 A4 2008","0","fre","fr "
"PN6222.P45 L43 2008","0","eng","ph "
"BF77 .B472 2008","0","fre","fr "
"HV783.2 .R93 2008","0","rus","ru "
"DB85 .Z4512 1971","0","dut","ne "
"DS610.7 .C447 2008","1","eng","si "
"PG3476.E8 Z883 2008","0","rus","ru "
"BX2347.72.P6 G33 2008","1","eng","ph "
"PT5881.28.O665 N54 2004","0","dut","ne "
"PQ2663.A78 C47 1998","0","fre","fr "
"DK511.K12 E85 2007","0","rus","ru "
"F2230.2.A9 M273 2007","0","spa","bo "
"PG3493.42.D85 T33 2008","0","rus","ru "
"KKM2010 .P67 1968","0","dut","ne "
"E183.8.R9 K73 2007","0","rus","ru "
"PG3011 .P467 2007","0","rus","ru "
"F1414.3 .E58 2008","0","spa","bo "
"J60 .f4 97TH NO.90","0","eng","dcu"
"PL8704.Z95 E57 2006","0","swa","tz "
"BD214 .D473 2008","0","fre","fr "
"PQ7298.1.A74 C6 2008","0","spa","es "
"HT653.R9 B368 2008","0","rus","ru "
"D807.U6 H97 2008","0","eng","vau"
"J60 .F4 97th no.91","0","eng","dcu"
"PQ3919.3.P43 F27 2007","0","fre","quc"
"PN5190.K85 K68 2008","0","pol","pl "
"J60 .F4 97th no.92","0","eng","dcu"
"GN778.2.A1 S74 2007","0","pol","pl "
"PQ155.C55 W58 2008","0","fre","fr "
"J50 .F4 96th v. 9","0","eng","dcu"
"J60 .F4 96th v. 14","0","eng","dcu"
"HV8073 .P6714 2008","0","fre","quc"
"PL5128.M426 L37 2008","0","fre","fr "
"F1466.7 .H465 2008","1","spa","gt "
"F1466 .C26 2008","0","spa","gt "
"P91.25 .S685 2007","0","spa","ag "
"F1466 .V456 2008","0","spa","gt "
"PQ9469.2.R5 A2 2008","0","spa","sp "
"PQ9003 .M98 2007","0","fre","fr "
"KTG1472 .S43 2007","0","fre","sg "
"DT549.9.W34 S49 2000z","0","fre","sg "
"PM5579.4 .M37 2008","0","spa","bo "
"J60Db .F4 96th.v. 17","0","eng","dcu"
"PQ6673.I46 L89 2008","0","spa","sp "
"QH31.L2 A25 1972","0","fre","fr "
"PQ7390.A72 Z57 2008","1","spa","sp "
"F3326 .M387 2008","0","spa","bo "
"DT555.83.O84 A3 2008","1","fre","uv "
"KKM164.G73 A57 1991","0","fre","fr "
"DT547.5 .A76 2008","0","fre","sg "
"KTG3550 .S66 2008","0","fre","sg "
"LC1099.5.A7 M33 2007","0","spa","bo "
"HN273.5 .L3723 2008","0","spa","bo "
"HM578.S38 S63 2006","0","fre","sg "
"HQ1381 .L428 2005","0","spa","bo "
"HT153 .C454 2008","0","spa","bo "
"PT9817.T54 P47 2009","0","ita","it "
"PN2071.I47 I57 2009","1","ita","it "
"LB1573.33 .B72 2001","1","eng","cau"
"PN2598.I7 A5 1994","0","eng","enk"
"PN6725 .B35 1989","0","eng","enk"
"DG975.A65 M64 2007","1","ita","it "
"PR6037.C955 P47 1922","0","eng","nyu"
"ND457 .F28 2009","1","eng","nyu"
"N6848 .M354 2009","3","eng","vau"
"TR790 .P387 2008","0","eng","nyu"
"Z270.G3 A83 2008","0","ger","gw "
"NA6750.A1 F7513 1985","0","eng","gw "
"N6754 .F355 2006","0","dut","ne "
"N6538.C48 S55 2009","3","eng","ctu"
"BX1753 .O65 1999","0","dut","ne "
"N6920 .M6813 2003","1","eng","it "
"HB179.D8 W64 1970","0","dut","ne "
"ND1432.C58 J52 2009","3","eng","nyu"
"QH360.5 .D3 2009","1","eng","gw "
"CJ35 .L53 2007","1","fre","be "
"HG221 .G412 1964","0","dut","ne "
"BF128.D8 D8 1970","0","dut","ne "
"BT127.2 .T6815 1996","0","ger","gw "
"BD435 .L32 2008","0","fre","fr "
"PF3074 .S3 1983","0","ger","gw "
"DC102.8.R2 C66 2009","0","fre","fr "
"PT5881.23.A7 H46 2009","1","dut","ne "
"B82 .B546 1995","0","ger","ja "
"ML68 .J35 2009","0","fre","fr "
"PN770.5 .L58 2008","0","ger","gw "
"HV9667 .C52 2008","0","fre","fr "
"ND522.5.F42 S27 2008","0","hun","hu "
"PG3460.G462 Z49 2006","0","rus","ru "
"AC65 .G52 2008","0","rus","ru "
"B2929 .P43 2008","0","ger","gw "
"PG3479.5.H352 S54 2008","0","rus","ru "
"HB135 .K53 2001","0","eng","ko "
"PT2668.A5 H67 1978","0","ger","gw "
"DR556 .K57 2009","0","tur","tu "
"DK510.763 .R876 2007","0","rus","ru "
"P211.7 .S855 2008","2","ger","gw "
"BX9479.T44 H64 2008","0","dut","ne "
"DH204 .R6 2007","0","dut","be "
"HQ792.N6 V35 2007","0","eng","ng "
"GR825 .C497 2008","0","spa","ag "
"HC178.R67 K65 2008","0","spa","ag "
"HM17 .E523 1977","0","dut","ne "
"DG83.3 .B975 2005","0","fre","be "
"F1482 .M668 2008","0","spa","gt "
"DK262 .V45 2007","0","rus","ru "
"HF1480.5 .G584 2008","2","spa","gt "
"P151 .T74 1974","0","dut","ne "
"PG3481.6.U823 Z48 2007","0","rus","ru "
"PN1993.8.A7 U54 2008","0","spa","ag "
"N6494.V53 H57 2008","0","spa","ag "
"PA6825 .F77 2009","1","eng","be "
"PJ6106 .J373 2007","0","ara","le "
"BX1556.A43 L42 2004","0","fre","po "
"HT855 .C595 2008","0","fre","it "
"PJ7862.H2362 G48 2006","0","ara","le "
"PQ9900.A515 L58 1989","0","fre","fr "
"PQ2637.I547 Z994 2009","0","ger","gw "
"DR1623 .J36 2007","0","scc","rb "
"N6999.U87 A4 2007","0","rus","ru "
"PN681.5 .A68 2008","1","fre","it "
"PN4784.T45 F37 2006","0","ara","sj "
"F1419.J4 B3718 2008","1","spa","ag "
"KJ147 .E66 2008","0","fre","it "
"Z6621.N332 H63 2007","0","ukr","un "
"AC106 .S335 2006","0","ara","sy "
"F1466.5 .G34 2008","2","spa","gt "
"ND699.D47 K56 2006","0","rus","ru "
"RA395.E2 M36 2006","0","spa","ec "
"PJ7952.U93 F59 2006","0","ara","ly "
"PG5039.13.E67 Z56 2008","0","cze","xr "
"GT3085 .O735 2009","0","fre","fr "
"BM198 .S362 2008","0","heb","is "
"PQ1486.J7 G339 2009","1","fre","sz "
"CB351 .L41445 2008","1","fre","fr "
"DK511.K47.A12 B468 2007","0","rus","ru "
"F3021.J5 A4 2008","0","spa","ag "
"PG3492.6.E83 D83 2008","0","rus","ru "
"HF1745 .R44 2008","1","spa","ag "
"PN1356 .I75 2007","0","rus","ru "
"DG201 .R58 2009","0","fre","fr "
"JL2031 .F667 2008","0","spa","ag "
"BR65.A326 D52 2008","1","ita","it "
"BP50 .P74 2009","0","fre","fr "
"PA1139.I8 K646 2008","0","ita","it "
"KBP543.2 .R35 2008","0","ara","jo "
"HD9235.S62 A77 2008","0","spa","ag "
"BM516.5 .R38 2008","0","heb","is "
"KMM158.75 .Z34 2008","0","ara","jo "
"HQ1236.5.M65 N37 2008","0","heb","is "
"BM620 .S23 2008","0","heb","is "
"DS153.8 .H333 2007","0","ara","jo "
"PJ4801 .Z82156 2008","0","heb","is "
"PJ5054.C5885 K4 2008","0","heb","is "
"HQ1797 .G46 2005","0","eng","ug "
"PG1661.S53 S23 2003","0","scr","ci "
"ML3921 .R44 2008","0","heb","is "
"HG3881 .R437 2008","0","eng","dcu"
"PJ5054.S2235 L44 2008","0","heb","is "
"BM198.3 .B46 2008","0","heb","is "
"PG3489.R5 V43 1985","0","rus","ru "
"P87.5 .L466 2007","0","heb","is "
"HM1271 .S53 2008","0","heb","is "
"GN290.R8 B35 2007","0","rus","ru "
"DK258 .G9 2008","0","rus","ru "
"HC79.P63 S477 2008","1","spa","gt "
"PQ7499.A75 Z735 2008","0","spa","gt "
"PC4479.T68 C35 2000","0","ita","it "
"PQ7488 .G7 2008","0","spa","cr "
"BL980.R8 V55 2007","0","rus","ru "
"PQ2286 .S34 2009","0","fre","fr "
"CB253 .I84 1979","0","rus","ru "
"DK908.75.R8 N43 2005","0","rus","ru "
"DK254.L46 P76 2007","1","rus","ru "
"PT2605.E4 Z64 2009","0","fre","fr "
"HJ8899 .B37 2008","0","eng","dcu"
"KMT110.I26 Z36 2008","0","ara","su "
"PT8952.16.A85 I46 2008","0","nno","no "
"DK254.G287 A3 2007","0","rus","ru "
"BP135.8.W6 S52 2007","0","ara","su "
"B485 .B367 2009","0","lat","it "
"PJ7671 .R33 2007","0","ara","le "
"HC334.5 .N45 2006","0","rus","ru "
"Q127.F8 H56 2008","0","eng","ne "
"PG2981.F5 M494 2005","0","rus","ru "
"PQ7298.29.A34 C37 2008","1","spa","sp "
"PC4611 .D53 2008","0","spa","sp "
"HN530.2.A8 D79 2007","0","rus","ru "
"BP88.B46 B47 2008","0","fre","sy "
"DK545 .P57 2008","0","rus","ru "
"PJ6123 .B68 2008","0","fre","le "
"PG3491.46.O42 L48 2007","0","rus","ru "
"DS63.18 .B57 2009","0","fre","le "
"PJ7826.I2 P37 2009","0","fre","le "
"HQ1665.45 .K43 2007","0","ukr","un "
"BV3777.F5 S93 2007","0","swe","fi "
"CB361 .M44 2009","0","fre","fr "
"PA8555.M5 A3 2009","1","fre","sz "
"BS2485 .L43 2009","1","eng","sz "
"PA6499 .L436 2009","0","fre","sz "
"PN503 .R428 2009","0","fre","fr "
"BQ1267 .T38 2008","1","eng","au "
"B1911 .E55 2006","0","fre","sz "
"Z2174.D7 R54 2009","0","fre","sz "
"PQ8498.33 .A83 2008","0","spa","sp "
"BX1526.L5 M264 2008","0","fre","be "
"PQ7081 .P37 2008","1","spa","sp "
"DC65 .U75 2009","0","fre","fr "
"PR2971.S7 S53 2007","0","spa","sp "
"HD584 .S453 2006","0","spa","sp "
"F1779 .V39 2008","1","spa","sp "
"ML3486.A1 Q56 2009","0","spa","sp "
"ML3575.A71 M8 2008","0","spa","ag "
"DP302.B48 O875 2008","0","spa","sp "
"HV6433.S72 E8537 2007","0","spa","sp "
"DJ290 .V47 2008","0","dut","ne "
"PT2720.E52 B48 2009","0","ger","gw "
"DR576 .O923 2004b","0","tur","tu "
"PH3281.M35 Z877 2008","0","hun","xo "
"PT2671.A397 M38 2008","0","ger","sz "
"QC381 .P36 1884","0","eng","enk"
"DJ290 .M27 2009","0","dut","ne "
"PT6466.18.E47 K58 2009","0","dut","ne "
"DR571 .O76 2009","0","tur","tu "
"PT7511.A46 R36 2008","0","ice","ic "
"D763.N4 K78 2008","0","dut","ne "
"HN110.5.A8 F487 2008","0","spa","ck "
"PT2662.O876 K44 2008","0","ger","gw "
"JN3971.A979 S665 2009","0","ger","gw "
"JZ1592 .E75 2009","1","ger","gw "
"B398.A4 P35 2008","1","ita","it "
"D638.B4 B67 2008","1","dut","be "
"PA6276 .B45 2007","0","ita","it "
"PG7160.N37 T6 2008","0","pol","pl "
"DL375 .G86 2008","0","ice","ic "
"BX1490 .C36 2008","1","ita","it "
"PT5564 .A9 2002","0","dut","ne "
"PQ7390.L44 B74 2008","0","spa","sp "
"PT5881.21.E775 G64 2009","0","dut","ne "
"PQ6669.E514 H47 2009","0","spa","sp "
"BP65.N4 S42 2008","0","dut","be "
"PQ8220.418.E76 B62 2008","0","spa","ec "
"HN513.5 .R33 2007","0","dut","ne "
"BJ1258.D8 E87 1977","0","dut","be "
"DL312 .B822 1899","0","dan","dk "
"G156.5.W66 A76 2007","0","por","sp "
"JN4085 .P76 2006","0","ger","gw "
"PQ6703.A42 M86 2007","0","spa","sp "
"BP175 .T35 2006","0","ara","jo "
"DP532.5 .C87 2007","0","por","po "
"TD304.5.A1 K436 2007","1","eng","pk "
"DG315 .C66 2004","1","ita","it "
"B528 .S65 2008","0","ita","it "
"PG7182.I42 D65 2008","1","pol","pl "
"DK508.812 .K66 2007","0","ukr","un "
"HQ1793 .K43 2007","0","ara","ua "
"HG3881.5.I58 R65 2008","0","eng","dcu"
"BX816.V4 M67 2008","0","spa","ve "
"RA528.7 .A57 2007","0","eng","pk "
"BP165.5 .M378 2007","0","ara","le "
"KTV929.3.R42 B87 1999","0","ara","ti "
"DH811.A68 H85 2007","0","dut","be "
"DD220 .P45 2008","0","dut","be "
"BT810.2 .B388 1995","0","ger","gw "
"DS38.4.A27 S25 2006","0","ara","ua "
"JV8151 .O23 2008","0","dut","ne "
"DJ289.G76 D85 2008","0","dut","ne "
"PT7511.G78 L45 2008","0","ice","ic "
"PJ5024 .F85 2008","0","heb","is "
"DK601.2 .M86 1991","0","dut","ne "
"DH188.M4 K54 2008","0","dut","ne "
"PJ6199 .U428 2008","0","ger","gw "
"PQ2387 .R5 2009","2","fre","fr "
"PT134.F64 N38 2009","0","ger","sz "
"DK36 .K45 2008","0","rus","ru "
"JC143.B68 D47 2009","0","fre","sz "
"DG975.F65 P66 2008","0","ita","it "
"PT2407 .A2 2007","0","ger","gw "
"PT2680.W234 Z85 2008","0","ger","gw "
"PG7211.A49 C98 2008","0","pol","pl "
"PQ6408 .F5 2009","1","fre","sz "
"LB1573 .S358 2008","0","ger","gw "
"HN530.2.A8 R6692 2000","0","rus","ru "
"DS135.I85 T738 2008","0","ita","it "
"PG3476.K634418 Z87 2007","0","rus","si "
"D741 .V76 2006","0","rus","ru "
"PD5862 .K66 2009","0","swe","fi "
"PT2681.T6916 Z745 2008","1","ger","au "
"DK511.D7 .V38 2008","0","rus","ru "
"PA6019 .S36 2009","0","ger","gw "
"PT2673.I77 Z534 2009","0","ger","gw "
"B4231 .P67 2008","0","rus","ru "
"DJ91 .T54 2008","0","dut","ne "
"HC289.I54 S345 2009","0","ger","gw "
"UA776.P6 T47 2008","0","rus","ru "
"HD70.N4 F46 2008","0","dut","ne "
"DC226.6.R52 A3 2008","0","ger","sz "
"PK6199.9.Z77 L58 2008","0","rus","ru "
"N7483.V33 G46 2006","0","rus","ru "
"DJ109 .H669 2008","0","dut","ne "
"DK169.S8 D73 2008","0","rus","ru "
"BD177 .R696 2008","2","rus","ru "
"DK508 .S27 2008","0","rus","ru "
"PT2663.A42 W44 2008","0","ger","sz "
"DK290.3.Y45 K96 2007","0","rus","ru "
"HQ799.8.F7 T73 2000","0","fre","fr "
"PN1993.5.F7 F715 2006","0","fre","gw "
"BX599 .B56 2008","0","rus","ru "
"PN2632 .C5 2009","0","fre","gw "
"DS134.36.S252 G76 2008","0","ger","gw "
"NX650.M9 C53 2009","0","eng","be "
"PQ2188 .A756 2009","0","fre","fr "
"F2081 .B782 1972","0","fre","fr "
"PN1650.D4 L44 2009","0","fre","fr "
"PK6908.9.B4 A4 1935","0","ger","gw "
"DK34.T8 S46 2007","0","rus","ru "
"ND653.V4 P78 2009","1","dut","ne "
"ML3534.6.C9 J57 2008","0","cze","xr "
"JZ1784.A5 C67 2008","0","eng","nyu"
"DT549.45.W64 D54 2008","2","fre","fr "
"PG3283.5 .P53 2007","0","rus","ru "
"PG7166.I33 Z486 2008","0","pol","pl "
"pk6996 y2 a6","1","rus","ru "
"BL503 .M35 2008","0","nor","no "
"PT8952.29.A49 Z58 2008","0","nor","no "
"HV551.5.A358 D57 2008","0","eng","sg "
"PT8952.18.E76 V55 2008","0","nor","no "
"HG230.3 .G563 2008","0","fre","fr "
"PQ3989.2.N4274 D6 2008","0","fre","sg "
"DC371 .M37 2008","0","fre","fr "
"PQ3989.2.S236 R44 2008","0","fre","sg "
"JQ1850.A91 R44 2006","1","eng","jo "
"KBP494.25.I258 A2 2007","0","fre","le "
"B753.M83 .H5614 2007","0","fre","le "
"BP194.16 .A45 2007","0","fre","fr "
"DT469.M4975 L57 2000","0","fre","ot "
"DX145 .S92 2007","0","hun","hu "
"PQ4873.A42 D5 1981","0","ita","it "
"HB119.R65 H3 2002","0","ger","gw "
"DS51.B57 K37 2009","0","tur","tu "
"PT8951.2.O48 L36 2008","0","nor","no "
"PT8951.18.A568 A58 2008","0","nor","no "
"PC839.S3 Z595 2006","0","rum","rm "
"PG3492.87.C55 L37 2008","0","rus","ru "
"DR212 .B47 2006","0","rum","rm "
"HB119.W55 H3 2008","0","ger","gw "
"DB2198.7 .B76 2008","0","cze","xr "
"LC92.A7 D66 2006","0","spa","ag "
"PQ8540 .A73 2008","0","spa","ve "
"DS644.32 .M39 2007","1","eng","io "
"PT676 .N48 2003","0","ger","gw "
"PD3927.Y68 J67 2008","0","dan","dk "
"PT7511.T6354 L55 2008","0","ice","ic "
"F2329 .O74 2007","0","spa","ve "
"PG7163.O39 Z48 2008","0","pol","pl "
"HC240.25.S4 V85 2008","0","scc","rb "
"PG7150 .D83 2008","0","pol","pl "
"PN6120.7 .F47 2008","0","scc","rb "
"PQ2708.E77 R47 2003","0","fre","ot "
"PT7511.T43 K88 2008","0","ice","ic "
"BD241 .H356 2008","0","spa","ve "
"DL57 .H46 2008","0","nor","no "
"DR1972 .J65 2008","0","scc","rb "
"DS149 .B475 2008","0","heb","is "
"UA703.T725 T55 2008","1","fre","sg "
"PQ4882.I78 A73 2009","1","ita","it "
"GN828 .G58 2008","0","nor","no "
"DR2049 .R36 2008","0","scr","rb "
"PT7511.K65 S57 2008","0","ice","ic "
"PG7162.H52 B79 2008","0","pol","pl "
"BM538.S7 E35 2009","1","heb","is "
"F3302 .C65 2008","0","spa","bo "
"UA704.S7 T55 2007","0","fre","sg "
"DK4437 .W65 2008","1","pol","pl "
"HX438.5 .L9 2008","0","fre","sg "
"HQ664 .P37 2009","0","heb","is "
"PQ4841.B3 Z93 2008","0","ita","it "
"HC1050.Z65 P48 2008","0","fre","mu "
"NA5955.P6 C94 2008","0","pol","pl "
"HD2140 .A37 2007","0","fre","sg "
"PT3826.S4 W682 2008","0","ger","au "
"NB588.S8 W65 2006","0","pol","pl "
"DL263.3.S67 K75 2008","0","dan","dk "
"N8260 .K754 2009","0","ger","gw "
"HC59.72.E44 M22 2008","1","fre","sg "
"PQ6085 .C386 2008","0","spa","sp "
"DT469.M4975 A38 1999","0","fre","ot "
"PT5881.22.O524 H37 2008","0","dut","ne "
"HC1005.Z9 I558 2008","0","fre","sg "
"PG7051 .O47 2008","0","pol","pl "
"PT2406 .N57 2008","0","ger","gw "
"B831.2 .F64 2008","0","fre","sg "
"PT8951.12.R5 R45 2009","0","nor","no "
"N5090.D13 D35 2008","0","fre","sg "
"DD901.N615 K66 2009","0","ger","gw "
"DL184 .K377 2008","0","dan","dk "
"LA821.82 .K75 2008","0","dut","ne "
